GeositeInfo_DataOwner,Identifier,GeositeInfo_GeositeType,Latitude,Longitude,WaterLevel,DepthToTop,DepthToBottom,LithologyName,MaterialType,HardnessQualifier,distance_km
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.19,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.2,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.21,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.22,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.23,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.24,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.25,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.26,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.27,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.28,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.29,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.3,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.31,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.32,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.33,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.34,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.35,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.36,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.37,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.38,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.39,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.4,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.41,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.42,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.43,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.44,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.45,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.46,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.47,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.48,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.49,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.5,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.51,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.52,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.53,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.54,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.55,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.56,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.57,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.58,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.59,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.6,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.61,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.62,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.63,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.64,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.65,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.66,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.67,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.68,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.69,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.7,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.71,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.72,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.73,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.74,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.75,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.76,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.77,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.78,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.79,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.8,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.81,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.82,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.83,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.84,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.85,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.86,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.87,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.88,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.89,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.9,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.91,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.92,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.93,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.94,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.95,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.96,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.97,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.98,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,37.99,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.01,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.02,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.03,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.04,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.05,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.06,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.07,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.09,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.1,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.11,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.12,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.13,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.14,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.15,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.16,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.17,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.18,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.19,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.2,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.21,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.22,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.23,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.24,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.25,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.26,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.27,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.28,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.29,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.3,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.31,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.32,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.33,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.34,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.35,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.36,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.38,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.39,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.4,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.41,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.43,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.44,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.45,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.46,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.47,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.48,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.49,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.5,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.51,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.52,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.54,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.55,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.56,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.57,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.58,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.59,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.6,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.61,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.62,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.63,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.64,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.65,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.66,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.67,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.68,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.69,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.7,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.73,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.74,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.75,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.76,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.77,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.78,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.79,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.8,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.82,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.84,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.88,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.9,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.91,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.92,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.93,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.94,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.95,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.96,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,38.97,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.01,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.02,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.03,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.06,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.07,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.08,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.09,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.1,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.11,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.12,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.14,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.15,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.16,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.18,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.19,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.21,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.22,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.25,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.27,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.3,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.31,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.39,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.4,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.41,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.45,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.46,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.47,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.53,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.54,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.55,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.58,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.59,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.64,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.66,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.74,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.76,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.77,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.96,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,39.99,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,40.07,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,40.08,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,40.09,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,40.13,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,40.19,,,,,,28.10988526
Dept Water - North West,2528CA00015,Borehole,-25.72929,28.23018,40.45,,,,,,28.10988526
Dept Water - Pretoria,2528CA00153,Borehole,-25.72922,28.04443,21.94,0,21.03,Clay,Unconsolidated,,24.75829779
Dept Water - Pretoria,2528CA00153,Borehole,-25.72922,28.04443,21.94,21.03,91.74,Quartzite,Consolidated,,24.75829779
Dept Water - Pretoria,2528CA00054,Borehole,-25.72877,28.18304,,0,300,Chert,Consolidated,,25.72050908
Dept Water - Pretoria,2528CA00052,Borehole,-25.72876,28.18304,,0,60,Chert,Consolidated,,25.71947233
Dept Water - Pretoria,2528CA00052,Borehole,-25.72876,28.18304,,60,150,Dolomite,Consolidated,,25.71947233
Dept Water - Pretoria,2528CA00050,Borehole,-25.72875,28.18304,,0,300,Chert,Consolidated,,25.71843558
Dept Water - Pretoria,2528CA00048,Borehole,-25.72874,28.18304,,0,150,Dolomite,Consolidated,,25.71739884
Dept Water - Pretoria,2528CA00046,Borehole,-25.72873,28.18304,7,0,4,SOIL,Unconsolidated,,25.7163621
Dept Water - Pretoria,2528CA00046,Borehole,-25.72873,28.18304,7,4,20,Lava,Consolidated,,25.7163621
Dept Water - Pretoria,2528CA00046,Borehole,-25.72873,28.18304,7,20,76,Lava,Consolidated,Hard,25.7163621
Dept Water - Pretoria,2528CA00038,Borehole,-25.72872,28.18304,,0,300,Chert,Consolidated,,25.71532538
Dept Water - Pretoria,2528CA00036,Borehole,-25.72871,28.18304,,0,150,Chert,Consolidated,,25.71428865
Dept Water - Pretoria,2528CA00036,Borehole,-25.72871,28.18304,,150,300,Chert,Consolidated,,25.71428865
Dept Water - Pretoria,2528CA00034,Borehole,-25.7287,28.18304,,0,150,Dolomite,Consolidated,,25.71325194
Dept Water - Pretoria,2528CA00032,Borehole,-25.72869,28.18304,,0,150,Dolomite,Consolidated,,25.71221523
Dept Water - Pretoria,2528CA00030,Borehole,-25.72868,28.18304,,0,30,Chert,Consolidated,,25.71117853
Dept Water - Pretoria,2528CA00028,Borehole,-25.72867,28.18304,46,0,7.5,SOIL,Unconsolidated,,25.71014183
Dept Water - Pretoria,2528CA00028,Borehole,-25.72867,28.18304,46,7.5,80,Shale,Consolidated,,25.71014183
Dept Water - Pretoria,2528CA00029,Borehole,-25.72867,28.18305,,0,9.5,SOIL,Unconsolidated,,25.71054742
Dept Water - Pretoria,2528CA00029,Borehole,-25.72867,28.18305,,9.5,98,Quartzite,Consolidated,,25.71054742
Dept Water - Pretoria,2528CA00031,Borehole,-25.72867,28.18306,,0,135,Chert,Consolidated,,25.71095305
Dept Water - Pretoria,2528CA00031,Borehole,-25.72867,28.18306,,135,240,Dolomite,Consolidated,,25.71095305
Dept Water - Pretoria,2528CA00033,Borehole,-25.72867,28.18307,,0,105,Chert,Consolidated,,25.71135871
Dept Water - Pretoria,2528CA00033,Borehole,-25.72867,28.18307,,105,240,Dolomite,Consolidated,,25.71135871
Dept Water - Pretoria,2528CA00035,Borehole,-25.72867,28.18308,,0,30,Chert,Consolidated,,25.71176443
Dept Water - Pretoria,2528CA00037,Borehole,-25.72867,28.18309,,0,300,Chert,Consolidated,,25.71217018
Dept Water - Pretoria,2528CA00039,Borehole,-25.72867,28.1831,,0,300,Chert,Consolidated,,25.71257597
Dept Water - Pretoria,2528CA00047,Borehole,-25.72867,28.18311,,0,300,Chert,Consolidated,,25.71298181
Dept Water - Pretoria,2528CA00049,Borehole,-25.72867,28.18312,29,0,4.5,SOIL,Unconsolidated,,25.71338769
Dept Water - Pretoria,2528CA00049,Borehole,-25.72867,28.18312,29,4.5,53,Shale,Consolidated,,25.71338769
Dept Water - Pretoria,2528CA00051,Borehole,-25.72867,28.18313,,0,300,Chert,Consolidated,,25.71379361
Dept Water - Pretoria,2528CA00053,Borehole,-25.72867,28.18314,,0,300,Chert,Consolidated,,25.71419957
Dept Water - Pretoria,2528CA00055,Borehole,-25.72867,28.18315,,0,60,Chert,Consolidated,,25.71460557
Dept Water - Pretoria,2528CA00055,Borehole,-25.72867,28.18315,,60,180,Dolomite,Consolidated,,25.71460557
Dept Water - Pretoria,2528CA00045,Borehole,-25.72864,28.18304,4.3,0,5,SOIL,Unconsolidated,,25.70703178
Dept Water - Pretoria,2528CA00045,Borehole,-25.72864,28.18304,4.3,5,23,Lava,Consolidated,,25.70703178
Dept Water - Pretoria,2528CA00045,Borehole,-25.72864,28.18304,4.3,23,84,Lava,Consolidated,Hard,25.70703178
Dept Water - Pretoria,2528CA00064,Borehole,-25.7284,28.18443,,0,6,Dolerite,Consolidated,,25.73899161
Dept Water - Pretoria,2528CA00064,Borehole,-25.7284,28.18443,,6,18,Shale,Consolidated,,25.73899161
Dept Water - Pretoria,2528CA00064,Borehole,-25.7284,28.18443,,18,102,Dolerite,Consolidated,Hard,25.73899161
Dept Water - Pretoria,2528CA00043,Borehole,-25.72839,28.18443,2,0,4,SOIL,Unconsolidated,,25.73795738
Dept Water - Pretoria,2528CA00043,Borehole,-25.72839,28.18443,2,4,6,Shale,Consolidated,,25.73795738
Dept Water - Pretoria,2528CA00063,Borehole,-25.72839,28.18444,,0,6,SOIL,Unconsolidated,,25.73836922
Dept Water - Pretoria,2528CA00063,Borehole,-25.72839,28.18444,,6,36,Shale,Consolidated,,25.73836922
Dept Water - Pretoria,2528CA00063,Borehole,-25.72839,28.18444,,36,70,Dolerite,Consolidated,Hard,25.73836922
Dept Water - Pretoria,2528CA00063,Borehole,-25.72839,28.18444,,70,96,Shale,Consolidated,,25.73836922
Dept Water - Pretoria,2528CA00184,Borehole,-25.72722,28.22459,,0,3.04,SOIL,Unconsolidated,,27.59259183
Dept Water - Pretoria,2528CA00184,Borehole,-25.72722,28.22459,,3.04,21.64,Diabase,Consolidated,,27.59259183
Dept Water - Pretoria,2528CA00184,Borehole,-25.72722,28.22459,,21.64,22.55,Diabase,Consolidated,,27.59259183
Dept Water - Pretoria,2528CA00184,Borehole,-25.72722,28.22459,,22.55,54.86,Diabase,Consolidated,,27.59259183
Dept Water - Pretoria,2528CA00184,Borehole,-25.72722,28.22459,,54.86,59.13,Quartzite,Consolidated,,27.59259183
Dept Water - Pretoria,2528CA00084,Borehole,-25.72703,28.18443,6,0,6,Alluvium,Unconsolidated,,25.59736417
Dept Water - Pretoria,2528CA00084,Borehole,-25.72703,28.18443,6,6,54,Granite,Consolidated,Hard,25.59736417
Dept Water - Pretoria,2528CA00082,Borehole,-25.72702,28.18443,,0,24,Alluvium,Unconsolidated,,25.59633085
Dept Water - Pretoria,2528CA00082,Borehole,-25.72702,28.18443,,24,48,Shale,Consolidated,Hard,25.59633085
Dept Water - Pretoria,2528CA00082,Borehole,-25.72702,28.18443,,48,54,Granite,Consolidated,Hard,25.59633085
Dept Water - Pretoria,2528CA00080,Borehole,-25.72701,28.18443,6,,,,,,25.59529754
Dept Water - Pretoria,2528CA00658,Borehole,-25.727,28.11304,,0,2,Sand & Silt,Unconsolidated,,23.80935723
Dept Water - Pretoria,2528CA00658,Borehole,-25.727,28.11304,,2,8,Clay,Unconsolidated,,23.80935723
Dept Water - Pretoria,2528CA00658,Borehole,-25.727,28.11304,,8,15,Silt,Unconsolidated,,23.80935723
Dept Water - Pretoria,2528CA00658,Borehole,-25.727,28.11304,,15,17.5,Diabase,Consolidated,,23.80935723
Dept Water - Pretoria,2528CA00081,Borehole,-25.727,28.18444,12,0,24,Alluvium,Unconsolidated,,25.59467838
Dept Water - Pretoria,2528CA00081,Borehole,-25.727,28.18444,12,24,150,Shale,Consolidated,,25.59467838
Dept Water - Pretoria,2528CA00083,Borehole,-25.727,28.18445,3,0,6,Alluvium,Unconsolidated,,25.59509258
Dept Water - Pretoria,2528CA00083,Borehole,-25.727,28.18445,3,6,54,Granite,Consolidated,Hard,25.59509258
Dept Water - Pretoria,2528CA00077,Borehole,-25.7265,28.18443,,0,6,Dolerite,Consolidated,,25.5426076
