DataOwner,Identifier,GeositeType,Latitude,Longitude,WaterLevel,DepthToTop,DepthToBottom,LithologyName,MaterialType,HardnessQualifier,distance_km
Dept Water - Pretoria,2527DB00409,Borehole,-25.65958,27.96281,20.72,23.77,41.45,Diabase,Consolidated,,22.21773175
Dept Water - Pretoria,2527DB00409,Borehole,-25.65958,27.96281,20.72,41.45,44.5,Diabase,Consolidated,,22.21773175
Dept Water - Pretoria,2527DB00395,Borehole,-25.65958,27.96283,19.5,0,1.82,SOIL,Unconsolidated,,22.21621373
Dept Water - Pretoria,2527DB00395,Borehole,-25.65958,27.96283,19.5,1.82,24.38,Shale,Consolidated,,22.21621373
Dept Water - Pretoria,2527DB00395,Borehole,-25.65958,27.96283,19.5,24.38,31.39,Shale,Consolidated,,22.21621373
Dept Water - Pretoria,2527DB00395,Borehole,-25.65958,27.96283,19.5,31.39,32.91,Diabase,Consolidated,,22.21621373
Dept Water - Pretoria,2527DB00408,Borehole,-25.65957,27.9628,22.25,0,7.62,SOIL,Unconsolidated,,22.21767655
Dept Water - Pretoria,2527DB00408,Borehole,-25.65957,27.9628,22.25,7.62,13.71,Quartzite,Consolidated,,22.21767655
Dept Water - Pretoria,2527DB00408,Borehole,-25.65957,27.9628,22.25,13.71,27.43,Clay,Unconsolidated,,22.21767655
Dept Water - Pretoria,2527DB00408,Borehole,-25.65957,27.9628,22.25,27.43,30.48,Diabase,Consolidated,,22.21767655
Dept Water - Pretoria,2527DB00408,Borehole,-25.65957,27.9628,22.25,30.48,38.4,Diabase,Consolidated,,22.21767655
Dept Water - Pretoria,2527DB00394,Borehole,-25.65957,27.96282,21.94,0,1.21,SOIL,Unconsolidated,,22.21615842
Dept Water - Pretoria,2527DB00394,Borehole,-25.65957,27.96282,21.94,1.21,30.17,Diabase,Consolidated,,22.21615842
Dept Water - Pretoria,2527DB00394,Borehole,-25.65957,27.96282,21.94,30.17,35.96,Diabase,Consolidated,,22.21615842
Dept Water - Pretoria,2527DB00393,Borehole,-25.65956,27.96281,15.84,0,3.04,SOIL,Unconsolidated,,22.21610321
Dept Water - Pretoria,2527DB00393,Borehole,-25.65956,27.96281,15.84,3.04,6.7,Norite,Consolidated,,22.21610321
Dept Water - Pretoria,2527DB00393,Borehole,-25.65956,27.96281,15.84,6.7,24.38,Norite,Consolidated,,22.21610321
Dept Water - Pretoria,2527DB00393,Borehole,-25.65956,27.96281,15.84,24.38,36.57,Norite,Consolidated,,22.21610321
Dept Water - Pretoria,2527DB00392,Borehole,-25.65955,27.9628,21.94,0,2.43,SOIL,Unconsolidated,,22.21604812
Dept Water - Pretoria,2527DB00392,Borehole,-25.65955,27.9628,21.94,2.43,20.11,Diabase,Consolidated,,22.21604812
Dept Water - Pretoria,2527DB00392,Borehole,-25.65955,27.9628,21.94,20.11,37.49,Diabase,Consolidated,,22.21604812
Dept Water - Pretoria,2527DB00391,Borehole,-25.65954,27.96279,14.63,0,5.48,SOIL,Unconsolidated,,22.21599314
Dept Water - Pretoria,2527DB00391,Borehole,-25.65954,27.96279,14.63,5.48,18.28,Quartzite,Consolidated,,22.21599314
Dept Water - Pretoria,2527DB00391,Borehole,-25.65954,27.96279,14.63,18.28,26.21,Quartzite,Consolidated,,22.21599314
Dept Water - Pretoria,2527DB00391,Borehole,-25.65954,27.96279,14.63,26.21,32,Quartzite,Consolidated,,22.21599314
Dept Water - Pretoria,2527DB00390,Borehole,-25.65953,27.96278,15.24,0,3.04,SOIL,Unconsolidated,,22.21593826
Dept Water - Pretoria,2527DB00390,Borehole,-25.65953,27.96278,15.24,3.04,21.64,Diabase,Consolidated,,22.21593826
Dept Water - Pretoria,2527DB00390,Borehole,-25.65953,27.96278,15.24,21.64,32.3,Quartzite,Consolidated,,22.21593826
Dept Water - Pretoria,2527DB00387,Borehole,-25.65952,27.96277,25,0,42,Boulders,Unconsolidated,,22.2158835
Dept Water - Pretoria,2527DB00387,Borehole,-25.65952,27.96277,25,42,73,Diabase,Consolidated,,22.2158835
Dept Water - Pretoria,2527DB00386,Borehole,-25.65951,27.96276,,0,13,Boulders,Unconsolidated,,22.21582886
Dept Water - Pretoria,2527DB00386,Borehole,-25.65951,27.96276,,13,37,Sandstone,Consolidated,,22.21582886
Dept Water - Pretoria,2527DB00386,Borehole,-25.65951,27.96276,,37,117,Diabase,Consolidated,,22.21582886
Dept Water - Pretoria,2527DB00385,Borehole,-25.6595,27.96275,38,0,38,Diabase,Consolidated,,22.21577432
Dept Water - Pretoria,2527DB00385,Borehole,-25.6595,27.96275,38,38,98,Quartzite,Consolidated,,22.21577432
Dept Water - Pretoria,2527DB00388,Borehole,-25.65949,27.96274,30,0,26,Clay,Unconsolidated,,22.21571989
Dept Water - Pretoria,2527DB00388,Borehole,-25.65949,27.96274,30,26,72,Granite,Consolidated,Hard,22.21571989
Dept Water - Pretoria,2527DB00388,Borehole,-25.65949,27.96274,30,72,92,Sandstone,Consolidated,,22.21571989
Dept Water - Pretoria,2527DB00389,Borehole,-25.65948,27.96273,25.3,0,6.09,Boulders,Unconsolidated,,22.21566558
Dept Water - Pretoria,2527DB00389,Borehole,-25.65948,27.96273,25.3,6.09,12.49,Clay,Unconsolidated,,22.21566558
Dept Water - Pretoria,2527DB00389,Borehole,-25.65948,27.96273,25.3,12.49,17.98,Quartzite,Consolidated,,22.21566558
Dept Water - Pretoria,2527DB00389,Borehole,-25.65948,27.96273,25.3,17.98,33.22,Quartzite,Consolidated,,22.21566558
Dept Water - Pretoria,2527DB00389,Borehole,-25.65948,27.96273,25.3,33.22,37.79,Clay,Unconsolidated,,22.21566558
Dept Water - Pretoria,2527DB00389,Borehole,-25.65948,27.96273,25.3,37.79,61.87,Diabase,Consolidated,,22.21566558
Dept Water - Pretoria,2527DB00389,Borehole,-25.65948,27.96273,25.3,61.87,63.7,Diabase,Consolidated,,22.21566558
Dept Water - Pretoria,2527DB00389,Borehole,-25.65948,27.96273,25.3,63.7,92.04,Quartzite,Consolidated,,22.21566558
Dept Water - Pretoria,2527DB00397,Borehole,-25.65948,27.96273,14.63,0,5.48,SOIL,Unconsolidated,,22.21566558
Dept Water - Pretoria,2527DB00397,Borehole,-25.65948,27.96273,14.63,5.48,12.19,Quartzite,Consolidated,,22.21566558
Dept Water - Pretoria,2527DB00397,Borehole,-25.65948,27.96273,14.63,12.19,24.38,Quartzite,Consolidated,,22.21566558
Dept Water - Pretoria,2527DB00397,Borehole,-25.65948,27.96273,14.63,24.38,35.96,Diabase,Consolidated,,22.21566558
Dept Water - Pretoria,2527DB00397,Borehole,-25.65948,27.96273,14.63,35.96,39.01,Diabase,Consolidated,,22.21566558
Dept Water - Pretoria,2527DB00396,Borehole,-25.65947,27.96272,12.19,0,3.04,SOIL,Unconsolidated,,22.21561138
Dept Water - Pretoria,2527DB00396,Borehole,-25.65947,27.96272,12.19,3.04,18.28,Diabase,Consolidated,,22.21561138
Dept Water - Pretoria,2527DB00396,Borehole,-25.65947,27.96272,12.19,18.28,43.89,Diabase,Consolidated,,22.21561138
Dept Water - Pretoria,2527DB00396,Borehole,-25.65947,27.96272,12.19,43.89,56.38,Shale,Consolidated,,22.21561138
Dept Water - Pretoria,2527DB00396,Borehole,-25.65947,27.96272,12.19,56.38,64,Quartzite,Consolidated,,22.21561138
Dept Water - Pretoria,2527DB00396,Borehole,-25.65947,27.96272,12.19,64,65.53,Shale,Consolidated,,22.21561138
Dept Water - Pretoria,2527DB00396,Borehole,-25.65947,27.96272,12.19,65.53,92.96,Quartzite,Consolidated,,22.21561138
Dept Water - Pretoria,2527DB00398,Borehole,-25.65947,27.96272,28.95,0,0.6,SOIL,Unconsolidated,,22.21561138
Dept Water - Pretoria,2527DB00398,Borehole,-25.65947,27.96272,28.95,0.6,15.24,Shale,Consolidated,,22.21561138
Dept Water - Pretoria,2527DB00398,Borehole,-25.65947,27.96272,28.95,15.24,31.39,Quartzite,Consolidated,,22.21561138
Dept Water - Pretoria,2527DB00398,Borehole,-25.65947,27.96272,28.95,31.39,62.48,Quartzite,Consolidated,,22.21561138
Dept Water - Pretoria,2527DB00399,Borehole,-25.65946,27.96271,,0,1.21,SOIL,Unconsolidated,,22.21555729
Dept Water - Pretoria,2527DB00399,Borehole,-25.65946,27.96271,,1.21,9.75,Diabase,Consolidated,,22.21555729
Dept Water - Pretoria,2527DB00399,Borehole,-25.65946,27.96271,,9.75,11.27,Diabase,Consolidated,,22.21555729
Dept Water - Pretoria,2527DB00400,Borehole,-25.65945,27.9627,7.01,0,1.82,SOIL,Unconsolidated,,22.21550331
Dept Water - Pretoria,2527DB00400,Borehole,-25.65945,27.9627,7.01,1.82,16.15,Sandstone,Consolidated,,22.21550331
Dept Water - Pretoria,2527DB00400,Borehole,-25.65945,27.9627,7.01,16.15,17.06,Sandstone,Consolidated,,22.21550331
Dept Water - Pretoria,2527DB00401,Borehole,-25.65943,27.96268,24.99,0,1.21,SOIL,Unconsolidated,,22.21539568
Dept Water - Pretoria,2527DB00401,Borehole,-25.65943,27.96268,24.99,1.21,9.14,Sandstone,Consolidated,,22.21539568
Dept Water - Pretoria,2527DB00401,Borehole,-25.65943,27.96268,24.99,9.14,39.26,Shale,Consolidated,,22.21539568
Dept Water - Pretoria,2527DB00401,Borehole,-25.65943,27.96268,24.99,39.26,42.36,Quartzite,Consolidated,,22.21539568
Dept Water - Pretoria,2527DB00402,Borehole,-25.65942,27.96267,,0,4.87,SOIL,Unconsolidated,,22.21534204
Dept Water - Pretoria,2527DB00402,Borehole,-25.65942,27.96267,,4.87,12.19,Quartzite,Consolidated,,22.21534204
Dept Water - Pretoria,2527DB00402,Borehole,-25.65942,27.96267,,12.19,18.28,Quartzite,Consolidated,,22.21534204
Dept Water - Pretoria,2527DB00402,Borehole,-25.65942,27.96267,,18.28,18.89,Quartzite,Consolidated,,22.21534204
Dept Water - Pretoria,2527DB00402,Borehole,-25.65942,27.96267,,18.89,23.77,Quartzite,Consolidated,,22.21534204
Dept Water - Pretoria,2527DB00402,Borehole,-25.65942,27.96267,,23.77,35.35,Shale,Consolidated,,22.21534204
Dept Water - Pretoria,2527DB00402,Borehole,-25.65942,27.96267,,35.35,39.01,Shale,Consolidated,Soft,22.21534204
Dept Water - Pretoria,2527DB00402,Borehole,-25.65942,27.96267,,39.01,40.23,Shale,Consolidated,Hard,22.21534204
Dept Water - Pretoria,2527DB00402,Borehole,-25.65942,27.96267,,40.23,41.45,Quartzite,Consolidated,,22.21534204
Dept Water - Pretoria,2527DB00403,Borehole,-25.65941,27.96266,,0,3.96,SOIL,Unconsolidated,,22.2152885
Dept Water - Pretoria,2527DB00403,Borehole,-25.65941,27.96266,,3.96,7.01,Quartzite,Consolidated,,22.2152885
Dept Water - Pretoria,2527DB00404,Borehole,-25.6594,27.96265,12.19,0,3.04,SOIL,Unconsolidated,,22.21523508
Dept Water - Pretoria,2527DB00404,Borehole,-25.6594,27.96265,12.19,3.04,16.76,Shale,Consolidated,,22.21523508
Dept Water - Pretoria,2527DB00404,Borehole,-25.6594,27.96265,12.19,16.76,22.25,Shale,Consolidated,,22.21523508
Dept Water - Pretoria,2527DB00404,Borehole,-25.6594,27.96265,12.19,22.25,26.51,Shale,Consolidated,,22.21523508
Dept Water - Pretoria,2527DB00404,Borehole,-25.6594,27.96265,12.19,26.51,31.08,Quartzite,Consolidated,,22.21523508
Dept Water - Pretoria,2527DB00405,Borehole,-25.65939,27.96264,6.09,0,4.87,Sand,Unconsolidated,,22.21518177
Dept Water - Pretoria,2527DB00405,Borehole,-25.65939,27.96264,6.09,4.87,16.45,Quartzite,Consolidated,,22.21518177
Dept Water - Pretoria,2527DB00405,Borehole,-25.65939,27.96264,6.09,16.45,18.89,Quartzite,Consolidated,,22.21518177
Dept Water - Pretoria,2527DB00405,Borehole,-25.65939,27.96264,6.09,18.89,31.39,Quartzite,Consolidated,,22.21518177
Dept Water - Pretoria,2527DB00406,Borehole,-25.65938,27.96263,21.33,0,6.09,SOIL,Unconsolidated,,22.21512857
Dept Water - Pretoria,2527DB00406,Borehole,-25.65938,27.96263,21.33,6.09,13.71,Quartzite,Consolidated,,22.21512857
Dept Water - Pretoria,2527DB00406,Borehole,-25.65938,27.96263,21.33,13.71,25.6,Quartzite,Consolidated,,22.21512857
Dept Water - Pretoria,2527DB00406,Borehole,-25.65938,27.96263,21.33,25.6,35.35,Quartzite,Consolidated,,22.21512857
Dept Water - Pretoria,2527DB00407,Borehole,-25.65937,27.96262,21.33,0,6.09,SOIL,Unconsolidated,,22.21507548
Dept Water - Pretoria,2527DB00407,Borehole,-25.65937,27.96262,21.33,6.09,12.19,Quartzite,Consolidated,,22.21507548
Dept Water - Pretoria,2527DB00407,Borehole,-25.65937,27.96262,21.33,12.19,23.46,Quartzite,Consolidated,,22.21507548
Dept Water - Pretoria,2527DB00407,Borehole,-25.65937,27.96262,21.33,23.46,27.43,Diabase,Consolidated,,22.21507548
Dept Water - Pretoria,2527DB00407,Borehole,-25.65937,27.96262,21.33,27.43,31.39,Diabase,Consolidated,,22.21507548
Dept Water - Pretoria,2527DB00407,Borehole,-25.65937,27.96262,21.33,31.39,32,Diabase,Consolidated,,22.21507548
Dept Water - Pretoria,2527DB00407,Borehole,-25.65937,27.96262,21.33,32,34.74,Diabase,Consolidated,,22.21507548
Dept Water - Pretoria,2528CA00242,Borehole,-25.65871,28.08891,17.37,0,0.3,SOIL,Unconsolidated,,16.19341225
Dept Water - Pretoria,2528CA00242,Borehole,-25.65871,28.08891,17.37,0.3,7.62,Norite,Consolidated,,16.19341225
Dept Water - Pretoria,2528CA00242,Borehole,-25.65871,28.08891,17.37,7.62,13.41,Norite,Consolidated,,16.19341225
Dept Water - Pretoria,2528CA00242,Borehole,-25.65871,28.08891,17.37,13.41,22.25,Norite,Consolidated,Soft,16.19341225
Dept Water - Pretoria,2528CA00242,Borehole,-25.65871,28.08891,17.37,22.25,26.21,Norite,Consolidated,,16.19341225
Dept Water - Pretoria,2528CA00242,Borehole,-25.65871,28.08891,17.37,26.21,30.48,Norite,Consolidated,Hard,16.19341225
Dept Water - Pretoria,2528CA00241,Borehole,-25.6587,28.0889,19.81,0,10.66,Clay,Unconsolidated,,16.19237815
Dept Water - Pretoria,2528CA00241,Borehole,-25.6587,28.0889,19.81,10.66,31.39,Diabase,Consolidated,,16.19237815
Dept Water - Pretoria,2528CA00241,Borehole,-25.6587,28.0889,19.81,31.39,34.44,Sandstone,Consolidated,,16.19237815
Dept Water - Pretoria,2528CA00241,Borehole,-25.6587,28.0889,19.81,34.44,39.31,Diabase,Consolidated,,16.19237815
Dept Water - Pretoria,2528CA00241,Borehole,-25.6587,28.0889,19.81,39.31,44.19,Quartzite,Consolidated,,16.19237815
Dept Water - Pretoria,2528CA00241,Borehole,-25.6587,28.0889,19.81,44.19,47.24,Sandstone,Consolidated,,16.19237815
Dept Water - Pretoria,2528CA00241,Borehole,-25.6587,28.0889,19.81,47.24,56.69,Quartzite,Consolidated,,16.19237815
Dept Water - Pretoria,2528CA00240,Borehole,-25.65869,28.08889,5.18,0,0.6,SOIL,Unconsolidated,,16.19134413
Dept Water - Pretoria,2528CA00240,Borehole,-25.65869,28.08889,5.18,0.6,2.43,Quartzite,Consolidated,,16.19134413
Dept Water - Pretoria,2528CA00240,Borehole,-25.65869,28.08889,5.18,2.43,3.96,Shale,Consolidated,,16.19134413
Dept Water - Pretoria,2528CA00240,Borehole,-25.65869,28.08889,5.18,3.96,5.79,Shale,Consolidated,,16.19134413
Dept Water - Pretoria,2528CA00240,Borehole,-25.65869,28.08889,5.18,5.79,12.8,Diabase,Consolidated,,16.19134413
Dept Water - Pretoria,2528CA00240,Borehole,-25.65869,28.08889,5.18,12.8,18.28,Quartzite,Consolidated,,16.19134413
Dept Water - Pretoria,2528CA00240,Borehole,-25.65869,28.08889,5.18,18.28,19.2,Diabase,Consolidated,,16.19134413
Dept Water - Pretoria,2528CA00240,Borehole,-25.65869,28.08889,5.18,19.2,21.03,Diabase,Consolidated,Hard,16.19134413
Dept Water - Pretoria,2528CA00239,Borehole,-25.65868,28.08888,14.32,0,4.57,SOIL,Unconsolidated,,16.1903102
Dept Water - Pretoria,2528CA00239,Borehole,-25.65868,28.08888,14.32,4.57,5.18,Boulders,Unconsolidated,,16.1903102
Dept Water - Pretoria,2528CA00239,Borehole,-25.65868,28.08888,14.32,5.18,27.73,Quartzite,Consolidated,,16.1903102
Dept Water - Pretoria,2528CA00239,Borehole,-25.65868,28.08888,14.32,27.73,29.26,Quartzite,Consolidated,,16.1903102
Dept Water - Pretoria,2528CA00239,Borehole,-25.65868,28.08888,14.32,29.26,30.32,Diabase,Consolidated,,16.1903102
Dept Water - Pretoria,2528CA00238,Borehole,-25.65867,28.08887,20.42,0,16.76,Shale,Consolidated,,16.18927636
Dept Water - Pretoria,2528CA00238,Borehole,-25.65867,28.08887,20.42,16.76,51.81,Norite,Consolidated,,16.18927636
Dept Water - Pretoria,2528CA00243,Borehole,-25.65866,28.08886,,0,13.25,Shale,Consolidated,,16.1882426
Dept Water - Pretoria,2528CA00243,Borehole,-25.65866,28.08886,,13.25,110.94,Norite,Consolidated,,16.1882426
Dept Water - Pretoria,2528CA00245,Borehole,-25.65864,28.08884,8.84,0,4.87,SOIL,Unconsolidated,,16.18617535
Dept Water - Pretoria,2528CA00245,Borehole,-25.65864,28.08884,8.84,4.87,60.35,Granite,Consolidated,,16.18617535
Dept Water - Pretoria,2528CA00246,Borehole,-25.65863,28.08883,,0,18,Clay,Unconsolidated,,16.18514186
Dept Water - Pretoria,2528CA00246,Borehole,-25.65863,28.08883,,18,75,Diabase,Consolidated,Hard,16.18514186
Dept Water - Pretoria,2528CA00247,Borehole,-25.65862,28.08882,31,0,42,Clay,Unconsolidated,,16.18410845
Dept Water - Pretoria,2528CA00247,Borehole,-25.65862,28.08882,31,42,60,Quartzite,Consolidated,,16.18410845
Dept Water - Pretoria,2528CA00247,Borehole,-25.65862,28.08882,31,60,66,Granite,Consolidated,Hard,16.18410845
Dept Water - Pretoria,2528CA00248,Borehole,-25.65861,28.08881,,0,11,Diabase,Consolidated,,16.18307513
Dept Water - Pretoria,2528CA00248,Borehole,-25.65861,28.08881,,11,85,Diabase,Consolidated,,16.18307513
Dept Water - Pretoria,2528CA00249,Borehole,-25.6586,28.0888,8,0,1.5,SOIL,Unconsolidated,,16.1820419
Dept Water - Pretoria,2528CA00249,Borehole,-25.6586,28.0888,8,1.5,60,Shale,Consolidated,,16.1820419
Dept Water - Pretoria,2528CA00249,Borehole,-25.6586,28.0888,8,60,110,Sandstone & Shale,Consolidated,,16.1820419
