"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","WaterLevel_WaterLevel","Lithology_DepthToTop","Lithology_DepthToBottom","Lithology_LithologyName","Lithology_MaterialType","Lithology_HardnessQualifier"
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","20.28",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","20.29",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","20.30",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","20.33",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","20.45",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","20.47",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","20.48",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","20.50",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","20.53",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","20.63",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","20.88",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","20.96",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","21.03",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","21.99",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","23.98",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","24.98",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","28.79",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","31.53",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","31.70",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","31.71",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","32.36",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","32.49",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","32.74",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","32.78",,,,,
"Dept Water - Limpopo","2528AB00002","Borehole","-25.22561","28.29137","33.36",,,,,
"Dept Water - Pretoria","2528BB00907","Borehole","-25.22561","28.79321",,,,,,
"Dept Water - Pretoria","2526BA00113","Borehole","-25.22560","26.54967","30.48","0.00","40.84","Shale","Consolidated",
"Dept Water - Pretoria","2526BD00128","Borehole","-25.22560","26.84967","13.71","0.00","1.52","Tuff","Consolidated",
"Dept Water - Pretoria","2526BD00128","Borehole","-25.22560","26.84967","13.71","1.52","17.67","Norite","Consolidated",
"Dept Water - Pretoria","2526BD00128","Borehole","-25.22560","26.84967","13.71","17.67","21.94","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00147","Borehole","-25.22551","26.29584",,,,,,
"Dept Water - Pretoria","2529BA00124","Borehole","-25.22538","29.71309",,"0.00","42.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2529BA00124","Borehole","-25.22538","29.71309",,"42.00","90.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2529BA00122","Borehole","-25.22537","29.71308","18.00","0.00","36.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2529BA00122","Borehole","-25.22537","29.71308","18.00","36.00","42.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2529BA00122","Borehole","-25.22537","29.71308","18.00","42.00","102.00","Dolerite","Consolidated","Hard"
"Dept Water - Pretoria","2529BA00123","Borehole","-25.22537","29.71309",,"0.00","30.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2529BA00123","Borehole","-25.22537","29.71309",,"30.00","102.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2529BA00120","Borehole","-25.22536","29.71307",,"0.00","48.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2529BA00121","Borehole","-25.22536","29.71308","12.00","0.00","24.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2529BA00121","Borehole","-25.22536","29.71308","12.00","24.00","36.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2529BA00119","Borehole","-25.22535","29.71307","24.00","0.00","12.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2529BA00119","Borehole","-25.22535","29.71307","24.00","12.00","60.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2527AB00002","Borehole","-25.22534","27.48302","15.00","0.00","3.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2527AB00002","Borehole","-25.22534","27.48302","15.00","3.00","42.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2527AB00002","Borehole","-25.22534","27.48302","15.00","42.00","48.00","Quartzite","Consolidated","Hard"
"Dept Water - Pretoria","2527AB00003","Borehole","-25.22534","27.48303","15.00","0.00","7.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2527AB00003","Borehole","-25.22534","27.48303","15.00","7.00","48.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2529AA00193","Borehole","-25.22506","29.08140",,,,,,
"Dept Water - Pretoria","2529AA00172","Borehole","-25.22506","29.08363","40.00","0.00","74.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00172","Borehole","-25.22506","29.08363","40.00","74.00","84.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00150","Borehole","-25.22506","29.22085",,,,,,
"Dept Water - Pretoria","2528AB00076","Borehole","-25.22485","28.39879","21.72",,,,,
"Dept Water - Pretoria","2526AB00132","Borehole","-25.22484","26.39875",,,,,,
"Dept Water - Pretoria","2526AB00133","Borehole","-25.22484","26.39875","21.72",,,,,
"Dept Water - North West","2525BBE1114","Borehole","-25.22480","25.79992",,,,,,
"Dept Water - Pretoria","2529AA00153","Borehole","-25.22479","29.17169",,,,,,
"Dept Water - Pretoria","2528BB00862","Borehole","-25.22444","28.85087","39.20",,,,,
"Dept Water - Pretoria","2529AA00174","Borehole","-25.22395","29.07807","3.20",,,,,
"Dept Water - Pretoria","2528BA00030","Borehole","-25.22368","28.62138","30.00","0.00","4.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2528BA00030","Borehole","-25.22368","28.62138","30.00","4.00","12.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2528BA00030","Borehole","-25.22368","28.62138","30.00","12.00","16.00","Shale","Consolidated",
"Dept Water - Pretoria","2528BA00030","Borehole","-25.22368","28.62138","30.00","16.00","18.00","Shale","Consolidated",
"Dept Water - Pretoria","2528BA00030","Borehole","-25.22368","28.62138","30.00","18.00","30.00","Shale","Consolidated",
"Dept Water - Pretoria","2528BA00030","Borehole","-25.22368","28.62138","30.00","30.00","54.00","Granite","Consolidated",
"Dept Water - Pretoria","2528BA00030","Borehole","-25.22368","28.62138","30.00","54.00","90.00","Granite","Consolidated",
"Dept Water - Pretoria","2528BA00030","Borehole","-25.22368","28.62138","30.00","90.00","104.00","Granite","Consolidated",
"Dept Water - Pretoria","2528BA00030","Borehole","-25.22368","28.62138","30.00","104.00","120.00","Granite","Consolidated",
"Dept Water - Pretoria","2528BA00028","Borehole","-25.22367","28.62138",,"0.00","36.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2528BA00028","Borehole","-25.22367","28.62138",,"36.00","42.00","Shale","Consolidated",
"Dept Water - Pretoria","2528BA00028","Borehole","-25.22367","28.62138",,"42.00","50.00","Shale","Consolidated",
"Dept Water - Pretoria","2528BA00028","Borehole","-25.22367","28.62138",,"50.00","70.00","Granite","Consolidated",
"Dept Water - Pretoria","2528BA00028","Borehole","-25.22367","28.62138",,"70.00","80.00","Shale","Consolidated",
"Dept Water - Pretoria","2528BA00028","Borehole","-25.22367","28.62138",,"80.00","132.00","Granite","Consolidated",
"Dept Water - Pretoria","2528BA00029","Borehole","-25.22367","28.62139","25.00","0.00","15.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2528BA00029","Borehole","-25.22367","28.62139","25.00","15.00","40.00","Shale","Consolidated",
"Dept Water - Pretoria","2528BA00029","Borehole","-25.22367","28.62139","25.00","40.00","42.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","21.03","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","21.03","2.00","6.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","21.03","6.00","8.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","21.03","8.00","33.00","Sandstone","Consolidated",
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","21.03","33.00","38.00","Sandstone","Consolidated",
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","21.03","38.00","47.00","Shale","Consolidated",
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","21.03","47.00","58.00","Siltstone","Consolidated",
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","21.03","58.00","81.00","Siltstone","Consolidated",
"Dept Water - Pretoria","2529BB00068","Borehole","-25.22316","29.95030","14.00","0.00","26.00","Mud","Unconsolidated",
"Dept Water - Pretoria","2529BB00068","Borehole","-25.22316","29.95030","14.00","26.00","61.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529BB00065","Borehole","-25.22315","29.95030","12.00","0.00","4.00","Alluvium","Unconsolidated",
"Dept Water - Pretoria","2529BB00065","Borehole","-25.22315","29.95030","12.00","4.00","27.00","Granite","Consolidated",
"Dept Water - Pretoria","2529BB00065","Borehole","-25.22315","29.95030","12.00","27.00","30.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529BB00063","Borehole","-25.22314","29.95030",,"0.00","3.00","Alluvium","Unconsolidated",
"Dept Water - Pretoria","2529BB00063","Borehole","-25.22314","29.95030",,"3.00","39.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529BB00061","Borehole","-25.22313","29.95030","12.00","0.00","5.00","Alluvium","Unconsolidated",
"Dept Water - Pretoria","2529BB00061","Borehole","-25.22313","29.95030","12.00","5.00","30.00","Granite","Consolidated",
"Dept Water - Pretoria","2529BB00061","Borehole","-25.22313","29.95030","12.00","30.00","36.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529BB00067","Borehole","-25.22313","29.95033",,"0.00","18.00","Alluvium","Unconsolidated",
"Dept Water - Pretoria","2529BB00067","Borehole","-25.22313","29.95033",,"18.00","30.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529BB00059","Borehole","-25.22312","29.95030","4.00","0.00","15.00","Alluvium","Unconsolidated",
"Dept Water - Pretoria","2529BB00059","Borehole","-25.22312","29.95030","4.00","15.00","17.00","Granite","Consolidated",
"Dept Water - Pretoria","2529BB00059","Borehole","-25.22312","29.95030","4.00","17.00","61.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529BB00060","Borehole","-25.22312","29.95031","10.00","0.00","12.00","Alluvium","Unconsolidated",
"Dept Water - Pretoria","2529BB00060","Borehole","-25.22312","29.95031","10.00","12.00","20.00","Granite","Consolidated",
"Dept Water - Pretoria","2529BB00060","Borehole","-25.22312","29.95031","10.00","20.00","30.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529BB00062","Borehole","-25.22312","29.95032",,"0.00","8.00","Alluvium","Unconsolidated",
"Dept Water - Pretoria","2529BB00062","Borehole","-25.22312","29.95032",,"8.00","30.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2529BB00064","Borehole","-25.22312","29.95033",,"0.00","15.00","Alluvium","Unconsolidated",
"Dept Water - Pretoria","2529BB00064","Borehole","-25.22312","29.95033",,"15.00","23.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529BB00064","Borehole","-25.22312","29.95033",,"23.00","40.00","Granite","Consolidated",
"Dept Water - Pretoria","2529BB00064","Borehole","-25.22312","29.95033",,"40.00","46.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529BB00066","Borehole","-25.22312","29.95034",,"0.00","18.00","Alluvium","Unconsolidated",
"Dept Water - Pretoria","2529BB00066","Borehole","-25.22312","29.95034",,"18.00","42.00","Granite","Consolidated",
"Dept Water - Pretoria","2529BB00066","Borehole","-25.22312","29.95034",,"42.00","60.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AA00406","Borehole","-25.22307","29.00184","24.30",,,,,
"Dept Water - Pretoria","2529BB00098","Borehole","-25.22285","29.94696",,"0.00","0.91","SOIL","Unconsolidated",
"Dept Water - Pretoria","2529BB00098","Borehole","-25.22285","29.94696",,"0.91","3.04","Norite","Consolidated",
"Dept Water - Pretoria","2529BB00098","Borehole","-25.22285","29.94696",,"3.04","9.44","Norite","Consolidated",
"Dept Water - Pretoria","2529BB00099","Borehole","-25.22284","29.94695","11.27","0.00","1.21","SOIL","Unconsolidated",
"Dept Water - Pretoria","2529BB00099","Borehole","-25.22284","29.94695","11.27","1.21","14.32","Norite","Consolidated",
"Dept Water - Pretoria","2529BB00099","Borehole","-25.22284","29.94695","11.27","14.32","22.25","Norite","Consolidated",
"Dept Water - North West","2526AB00134","Borehole","-25.22282","26.39828",,,,,,
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","18.50","0.00","3.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","18.50","3.00","6.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","18.50","6.00","10.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","18.50","10.00","14.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","18.50","14.00","38.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","18.50","38.00","41.00","Siltstone","Consolidated",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","18.50","41.00","54.00","Siltstone","Consolidated",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","18.50","54.00","74.00","Shale","Consolidated",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","18.50","74.00","90.00","Shale","Consolidated",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","18.50","90.00","94.00","Shale","Consolidated",
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","18.50","94.00","101.00","Shale","Consolidated",
"Dept Water - Pretoria","2526AB00138","Borehole","-25.22224","26.32042",,,,,,
"Dept Water - Pretoria","2526AB00149","Borehole","-25.22224","26.32042",,"0.00","2.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2526AB00149","Borehole","-25.22224","26.32042",,"2.00","8.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2526AB00149","Borehole","-25.22224","26.32042",,"8.00","25.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2526AB00149","Borehole","-25.22224","26.32042",,"25.00","103.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2529AA00307","Borehole","-25.22224","29.01791",,,,,,
"Dept Water - Pretoria","2526BB00077","Borehole","-25.22196","26.90614",,"0.00","3.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00077","Borehole","-25.22196","26.90614",,"3.00","43.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BB00077","Borehole","-25.22196","26.90614",,"43.00","91.00","Norite","Consolidated",
"Dept Water - Pretoria","2529AA00319","Borehole","-25.22179","29.03774",,,,,,
"Dept Water - Pretoria","2529AA00042","Borehole","-25.22173","29.15363",,,,,,
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215",,"0.00","1.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215",,"1.00","11.00","Siltstone","Consolidated",
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215",,"11.00","24.00","Siltstone","Consolidated",
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215",,"24.00","32.00","Siltstone","Consolidated",
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215",,"32.00","52.00","Siltstone","Consolidated",
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215",,"52.00","90.00","Siltstone","Consolidated",
"Dept Water - North West","2525BBE1113","Borehole","-25.22120","25.79841",,,,,,
"Dept Water - North West","2525BBV0001","Borehole","-25.22119","25.80168",,,,,,
"Dept Water - Pretoria","2526AB00146","Borehole","-25.22111","26.31895","10.90",,,,,
"Dept Water - Pretoria","2526AB00139","Borehole","-25.22106","26.30901",,,,,,
"Dept Water - Pretoria","2526AB00136","Borehole","-25.22087","26.40011",,"0.00","4.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AB00136","Borehole","-25.22087","26.40011",,"4.00","7.00","Pyroxenite","Consolidated",
"Dept Water - Pretoria","2526AB00136","Borehole","-25.22087","26.40011",,"7.00","24.00","Pyroxenite","Consolidated",
"Dept Water - Pretoria","2526AB00136","Borehole","-25.22087","26.40011",,"24.00","102.00","Pyroxenite","Consolidated",
"Dept Water - Pretoria","2526AB00136","Borehole","-25.22087","26.40011",,"102.00","120.00","Hornfels","Consolidated",
"Dept Water - Pretoria","2528BB00860","Borehole","-25.22057","28.84917","38.04",,,,,
"Dept Water - Pretoria","2528BB00893","Borehole","-25.22056","28.83721","9.60",,,,,
"Dept Water - Pretoria","2528BB00863","Borehole","-25.22021","28.84759","14.00",,,,,
"Dept Water - Pretoria","2528BB00868","Borehole","-25.22020","28.84664","11.70",,,,,
"Dept Water - Pretoria","2529AA00305","Borehole","-25.21994","29.03274",,,,,,
"Dept Water - North West","2525BBE1127","Borehole","-25.21977","25.79942",,,,,,
"Dept Water - Pretoria","2528BB00861","Borehole","-25.21968","28.85433",,,,,,
"Dept Water - Pretoria","2526AB00160","Borehole","-25.21954","26.47751","20.79",,,,,
"Dept Water - Pretoria","2526BB00034","Borehole","-25.21949","26.91023",,,,,,
"Dept Water - Pretoria","2529AA00424","Borehole","-25.21929","29.06188","27.91",,,,,
"Dept Water - Pretoria","2529AA00425","Borehole","-25.21911","29.06722","36.70",,,,,
"Dept Water - Pretoria","2526AB00194","Borehole","-25.21903","26.41371","16.00","0.00","6.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AB00194","Borehole","-25.21903","26.41371","16.00","6.00","14.00","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00194","Borehole","-25.21903","26.41371","16.00","14.00","36.00","Norite","Consolidated",
"Dept Water - Pretoria","2526AB00194","Borehole","-25.21903","26.41371","16.00","36.00","51.00","Norite","Consolidated",
"Dept Water - Pretoria","2528BB00093","Borehole","-25.21869","28.98167",,"0.00","6.11","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00093","Borehole","-25.21869","28.98167",,"6.11","75.59","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00091","Borehole","-25.21868","28.98166",,"0.00","60.96","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00092","Borehole","-25.21868","28.98167","13.11","0.00","3.05","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00092","Borehole","-25.21868","28.98167","13.11","3.05","81.38","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AB00098","Borehole","-25.21868","29.44835",,"0.00","1.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2529AB00098","Borehole","-25.21868","29.44835",,"1.00","36.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00098","Borehole","-25.21868","29.44835",,"36.00","54.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AB00099","Borehole","-25.21868","29.44835","5.00","0.00","32.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00099","Borehole","-25.21868","29.44835","5.00","32.00","42.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2527BA00195","Borehole","-25.21867","27.55163","3.47",,,,,
"Dept Water - Pretoria","2527BA00196","Borehole","-25.21867","27.55164","3.54",,,,,
"Dept Water - Pretoria","2528BB00090","Borehole","-25.21867","28.98166",,"0.00","54.86","Granite","Consolidated",
"Dept Water - Pretoria","2529AA00306","Borehole","-25.21744","29.02124","24.30",,,,,
"Dept Water - Pretoria","2526AA00237","Borehole","-25.21743","26.11634",,"0.00","12.00","Vein-Quartz","Consolidated",
"Dept Water - Pretoria","2526AA00237","Borehole","-25.21743","26.11634",,"12.00","80.00","Vein-Quartz","Consolidated",
"Dept Water - Pretoria","2526AA00235","Borehole","-25.21742","26.11634",,"0.00","38.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AA00235","Borehole","-25.21742","26.11634",,"38.00","125.00","Granite","Consolidated",
"Dept Water - Pretoria","2526AA00233","Borehole","-25.21741","26.11634",,"0.00","3.05","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00233","Borehole","-25.21741","26.11634",,"3.05","12.19","Boulders","Unconsolidated",
"Dept Water - Pretoria","2526AA00233","Borehole","-25.21741","26.11634",,"12.19","67.06","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00231","Borehole","-25.21740","26.11634",,"0.00","14.02","Hornfels","Consolidated",
"Dept Water - Pretoria","2526AA00231","Borehole","-25.21740","26.11634",,"14.02","81.99","Hornfels","Consolidated",
"Dept Water - Pretoria","2526AA00229","Borehole","-25.21739","26.11634","48.77","0.00","3.05","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00229","Borehole","-25.21739","26.11634","48.77","3.05","39.62","NO SAMPLE",,
"Dept Water - Pretoria","2526AA00229","Borehole","-25.21739","26.11634","48.77","39.62","111.25","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00358","Borehole","-25.21739","26.21634",,"0.00","15.00","Lava","Consolidated",
"Dept Water - Pretoria","2526AA00358","Borehole","-25.21739","26.21634",,"15.00","204.00","Lava","Consolidated",
"Dept Water - Pretoria","2526AA00227","Borehole","-25.21738","26.11634","60.96","0.00","11.89","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00227","Borehole","-25.21738","26.11634","60.96","11.89","102.72","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00108","Borehole","-25.21738","26.21634","39.62","0.00","1.83","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00108","Borehole","-25.21738","26.21634","39.62","1.83","3.35","Gravel","Unconsolidated",
"Dept Water - Pretoria","2526AA00108","Borehole","-25.21738","26.21634","39.62","3.35","16.15","Gravel","Unconsolidated",
"Dept Water - Pretoria","2526AA00108","Borehole","-25.21738","26.21634","39.62","16.15","26.82","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00108","Borehole","-25.21738","26.21634","39.62","26.82","124.05","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00225","Borehole","-25.21737","26.11634","53.34","0.00","10.67","Boulder Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00225","Borehole","-25.21737","26.11634","53.34","10.67","33.53","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00225","Borehole","-25.21737","26.11634","53.34","33.53","83.21","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00106","Borehole","-25.21737","26.21634","15.24","0.00","16.46","NO SAMPLE",,
"Dept Water - Pretoria","2526AA00223","Borehole","-25.21736","26.11634",,"0.00","4.57","Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00223","Borehole","-25.21736","26.11634",,"4.57","34.14","Gravel","Unconsolidated",
"Dept Water - Pretoria","2526AA00223","Borehole","-25.21736","26.11634",,"34.14","71.63","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00221","Borehole","-25.21735","26.11634","40.23","0.00","21.34","Boulder Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00221","Borehole","-25.21735","26.11634","40.23","21.34","42.67","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00221","Borehole","-25.21735","26.11634","40.23","42.67","46.33","Lava","Consolidated",
"Dept Water - Pretoria","2526AA00102","Borehole","-25.21735","26.21634",,"0.00","4.57","Boulder Clay","Unconsolidated",
"Dept Water - Pretoria","2526AA00102","Borehole","-25.21735","26.21634",,"4.57","40.54","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00219","Borehole","-25.21734","26.11634","9.14","0.00","0.30","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00219","Borehole","-25.21734","26.11634","9.14","0.30","24.38","Granite","Consolidated",
"Dept Water - Pretoria","2526AA00099","Borehole","-25.21734","26.21634",,"0.00","21.34","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00099","Borehole","-25.21734","26.21634",,"21.34","31.39","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00217","Borehole","-25.21733","26.11634","39.62","0.00","21.34","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00217","Borehole","-25.21733","26.11634","39.62","21.34","57.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00097","Borehole","-25.21733","26.21634",,"0.00","9.14","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00097","Borehole","-25.21733","26.21634",,"9.14","45.72","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00215","Borehole","-25.21732","26.11634","18.29","0.00","28.96","Boulders","Unconsolidated",
"Dept Water - Pretoria","2526AA00215","Borehole","-25.21732","26.11634","18.29","28.96","62.48","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00095","Borehole","-25.21732","26.21634",,"0.00","12.19","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00095","Borehole","-25.21732","26.21634",,"12.19","60.96","Norite","Consolidated",
"Dept Water - Pretoria","2526AA00212","Borehole","-25.21731","26.11634","41.76","0.00","47.24","Diabase","Consolidated",
"Dept Water - Pretoria","2526AA00212","Borehole","-25.21731","26.11634","41.76","47.24","54.56","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00093","Borehole","-25.21731","26.21634",,"0.00","12.19","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00093","Borehole","-25.21731","26.21634",,"12.19","49.99","Norite","Consolidated",
"Dept Water - Pretoria","2529BA00044","Borehole","-25.21731","29.71308","21.34","0.00","35.05","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00044","Borehole","-25.21731","29.71308","21.34","35.05","77.72","Granite","Consolidated",
"Dept Water - Pretoria","2526AA00209","Borehole","-25.21730","26.11634",,"0.00","9.14","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00209","Borehole","-25.21730","26.11634",,"9.14","25.30","Granite","Consolidated",
"Dept Water - Pretoria","2526AA00209","Borehole","-25.21730","26.11634",,"25.30","47.85","Granite","Consolidated",
"Dept Water - Pretoria","2526AA00209","Borehole","-25.21730","26.11634",,"47.85","50.60","Shale","Consolidated",
"Dept Water - Pretoria","2526AA00209","Borehole","-25.21730","26.11634",,"50.60","53.64","Granite","Consolidated",
"Dept Water - Pretoria","2526AA00091","Borehole","-25.21730","26.21634","27.43","0.00","6.10","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AA00091","Borehole","-25.21730","26.21634","27.43","6.10","28.96","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00091","Borehole","-25.21730","26.21634","27.43","28.96","45.11","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AA00091","Borehole","-25.21730","26.21634","27.43","45.11","62.48","Granite","Consolidated",
"Dept Water - Pretoria","2526AA00100","Borehole","-25.21730","26.21635","54.86","0.00","22.86","Norite","Consolidated",
