"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","WaterLevel_WaterLevel","Lithology_DepthToTop","Lithology_DepthToBottom","Lithology_LithologyName","Lithology_MaterialType","Lithology_HardnessQualifier"
"Dept Water - Pretoria","2527AB00044","Borehole","-25.12172","27.40922",,"35.00","36.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2527AB00044","Borehole","-25.12172","27.40922",,"36.00","38.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2527AB00044","Borehole","-25.12172","27.40922",,"38.00","41.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2527AB00044","Borehole","-25.12172","27.40922",,"41.00","48.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2528BB00075","Borehole","-25.12172","28.89832",,"0.00","24.38","Shale","Consolidated",
"Dept Water - Pretoria","2528BB00075","Borehole","-25.12172","28.89832",,"24.38","60.96","Shale","Consolidated",
"Dept Water - Pretoria","2528BB00075","Borehole","-25.12172","28.89832",,"60.96","128.02","Shale","Consolidated",
"Dept Water - Pretoria","2528BB00075","Borehole","-25.12172","28.89832",,"128.02","152.40","Shale","Consolidated",
"Dept Water - Pretoria","2526BA00227","Borehole","-25.12152","26.52078","10.72","0.00","4.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2526BA00227","Borehole","-25.12152","26.52078","10.72","4.00","5.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2526BA00227","Borehole","-25.12152","26.52078","10.72","5.00","10.00","Dolomite","Consolidated",
"Dept Water - Pretoria","2526BA00227","Borehole","-25.12152","26.52078","10.72","10.00","20.00","Dolomite","Consolidated","Hard"
"Dept Water - Pretoria","2526BA00227","Borehole","-25.12152","26.52078","10.72","20.00","38.00","Dolomite","Consolidated","Hard"
"Dept Water - Pretoria","2526BA00227","Borehole","-25.12152","26.52078","10.72","38.00","39.00","Dolomite","Consolidated",
"Dept Water - Pretoria","2526BA00227","Borehole","-25.12152","26.52078","10.72","39.00","56.00","Dolomite","Consolidated",
"Dept Water - Pretoria","2526BA00227","Borehole","-25.12152","26.52078","10.72","56.00","69.00","Dolomite","Consolidated",
"Dept Water - Pretoria","2526BA00227","Borehole","-25.12152","26.52078","10.72","69.00","80.00","Dolomite","Consolidated","Hard"
"Dept Water - Pretoria","2526BA00227","Borehole","-25.12152","26.52078","10.72","80.00","82.00","Dolomite","Consolidated",
"Dept Water - Pretoria","2526BA00227","Borehole","-25.12152","26.52078","10.72","82.00","103.00","Dolomite","Consolidated","Hard"
"Dept Water - Pretoria","2526BA00280","Borehole","-25.12143","26.52050","10.38","0.00","3.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2526BA00280","Borehole","-25.12143","26.52050","10.38","3.00","13.00","Clay & Sand","Unconsolidated",
"Dept Water - Pretoria","2526BA00280","Borehole","-25.12143","26.52050","10.38","13.00","19.00","Gravel","Unconsolidated",
"Dept Water - Pretoria","2526BA00280","Borehole","-25.12143","26.52050","10.38","19.00","25.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2526BA00280","Borehole","-25.12143","26.52050","10.38","25.00","27.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2526BA00280","Borehole","-25.12143","26.52050","10.38","27.00","54.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2527BB00037","Borehole","-25.12116","27.78830",,,,,,
"Dept Water - Pretoria","2528BB00882","Borehole","-25.12112","28.90021","0.72",,,,,
"Dept Water - Pretoria","2527AA00028","Borehole","-25.12090","27.03636",,"0.00","3.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2527AA00028","Borehole","-25.12090","27.03636",,"3.00","10.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00028","Borehole","-25.12090","27.03636",,"10.00","31.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00028","Borehole","-25.12090","27.03636",,"31.00","54.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00028","Borehole","-25.12090","27.03636",,"54.00","85.00","Diorite","Consolidated",
"Dept Water - Pretoria","2529BA00157","Borehole","-25.12090","29.74030",,,,,,
"Dept Water - Pretoria","2528AA00148","Borehole","-25.12088","28.10859","33.00",,,,,
"Dept Water - Pretoria","2528AA00148","Borehole","-25.12088","28.10859","100.00",,,,,
"Dept Water - Pretoria","2528BB00573","Borehole","-25.12078","28.92838",,,,,,
"Dept Water - Pretoria","2528BB00596","Borehole","-25.12078","28.94538","15.48",,,,,
"Dept Water - Pretoria","2527AB00028","Borehole","-25.12048","27.36918",,,,,,
"Dept Water - Pretoria","2528BA00034","Borehole","-25.12006","28.67610",,"0.00","62.48","Shale","Consolidated",
"Dept Water - Pretoria","2528BA00034","Borehole","-25.12006","28.67610",,"62.48","163.07","Shale","Consolidated",
"Dept Water - Pretoria","2528BA00061","Borehole","-25.12005","28.68443",,,,,,
"Dept Water - Pretoria","2529AA00358","Borehole","-25.11995","29.08157","13.39",,,,,
"Dept Water - Pretoria","2528AA00147","Borehole","-25.11977","28.11471",,,,,,
"Dept Water - Pretoria","2529BA00164","Borehole","-25.11951","29.74557",,,,,,
"Dept Water - Pretoria","2528BA00043","Borehole","-25.11924","28.67557",,"0.00","86.86","Clay","Unconsolidated",
"Dept Water - Pretoria","2528BA00043","Borehole","-25.11924","28.67557",,"86.86","108.20","Sandstone","Consolidated",
"Dept Water - Pretoria","2528BA00043","Borehole","-25.11924","28.67557",,"108.20","115.82","Coal","Consolidated",
"Dept Water - Pretoria","2528BA00043","Borehole","-25.11924","28.67557",,"115.82","147.82","Shale","Consolidated",
"Dept Water - Pretoria","2528BA00042","Borehole","-25.11923","28.67556",,"0.00","68.58","Clay","Unconsolidated",
"Dept Water - Pretoria","2528BA00042","Borehole","-25.11923","28.67556",,"68.58","86.86","Sandstone","Consolidated",
"Dept Water - Pretoria","2528BA00042","Borehole","-25.11923","28.67556",,"86.86","94.48","Coal","Consolidated",
"Dept Water - Pretoria","2528BA00042","Borehole","-25.11923","28.67556",,"94.48","118.87","Shale","Consolidated",
"Dept Water - Pretoria","2528BA00042","Borehole","-25.11923","28.67556",,"118.87","129.54","Norite","Consolidated",
"Dept Water - Pretoria","2528BA00041","Borehole","-25.11922","28.67555",,"0.00","121.92","Clay","Unconsolidated",
"Dept Water - Pretoria","2528BA00041","Borehole","-25.11922","28.67555",,"121.92","161.54","Sandstone","Consolidated",
"Dept Water - Pretoria","2528BA00041","Borehole","-25.11922","28.67555",,"161.54","167.64","Coal","Consolidated",
"Dept Water - Pretoria","2528BA00044","Borehole","-25.11921","28.67554",,"0.00","121.92","Clay","Unconsolidated",
"Dept Water - Pretoria","2528BA00044","Borehole","-25.11921","28.67554",,"121.92","161.54","Sandstone","Consolidated",
"Dept Water - Pretoria","2528BA00044","Borehole","-25.11921","28.67554",,"161.54","167.64","Coal","Consolidated",
"Dept Water - Pretoria","2528BA00045","Borehole","-25.11920","28.67553",,"0.00","4.57","Mudstone","Consolidated",
"Dept Water - Pretoria","2528BA00045","Borehole","-25.11920","28.67553",,"4.57","21.33","Sandstone","Consolidated",
"Dept Water - Pretoria","2528BA00063","Borehole","-25.11911","28.55901","19.03",,,,,
"Dept Water - Pretoria","2528BB00873","Borehole","-25.11911","28.90021","4.63",,,,,
"Dept Water - Pretoria","2528BB00597","Borehole","-25.11911","28.94754","12.69",,,,,
"Dept Water - Pretoria","2528AA00083","Borehole","-25.11889","28.18333",,"0.00","3.00","Alluvium","Unconsolidated",
"Dept Water - Pretoria","2528AA00083","Borehole","-25.11889","28.18333",,"3.00","15.00","Mudstone","Consolidated",
"Dept Water - Pretoria","2528AA00083","Borehole","-25.11889","28.18333",,"15.00","132.00","Mudstone","Consolidated",
"Dept Water - Pretoria","2529AB00069","Borehole","-25.11882","29.44403",,"0.00","6.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00069","Borehole","-25.11882","29.44403",,"6.00","61.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AB00067","Borehole","-25.11881","29.44402","16.00","0.00","2.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00067","Borehole","-25.11881","29.44402","16.00","2.00","59.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AB00068","Borehole","-25.11881","29.44403",,"0.00","6.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00068","Borehole","-25.11881","29.44403",,"6.00","106.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AB00065","Borehole","-25.11880","29.44401","42.00","0.00","84.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00065","Borehole","-25.11880","29.44401","42.00","84.00","96.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AB00066","Borehole","-25.11880","29.44402",,"0.00","12.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00066","Borehole","-25.11880","29.44402",,"12.00","67.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AB00063","Borehole","-25.11879","29.44400","30.48","0.00","4.88","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00063","Borehole","-25.11879","29.44400","30.48","4.88","90.83","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00064","Borehole","-25.11879","29.44401",,"0.00","4.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00064","Borehole","-25.11879","29.44401",,"4.00","76.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00061","Borehole","-25.11878","29.44399",,"0.00","1.52","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00061","Borehole","-25.11878","29.44399",,"1.52","47.24","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00062","Borehole","-25.11878","29.44400","33.53","0.00","26.21","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00062","Borehole","-25.11878","29.44400","33.53","26.21","62.48","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00059","Borehole","-25.11877","29.44398",,"0.00","11.28","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00059","Borehole","-25.11877","29.44398",,"11.28","22.25","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00059","Borehole","-25.11877","29.44398",,"22.25","25.60","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00060","Borehole","-25.11877","29.44399","17.07","0.00","20.42","Felsite","Consolidated",
"Dept Water - Pretoria","2529AB00060","Borehole","-25.11877","29.44399","17.07","20.42","32.00","Felsite","Consolidated",
"Dept Water - Pretoria","2526BA00249","Borehole","-25.11876","26.52226","11.92","0.00","1.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2526BA00249","Borehole","-25.11876","26.52226","11.92","1.00","31.00","Gabbro-Norite","Consolidated",
"Dept Water - Pretoria","2526BA00249","Borehole","-25.11876","26.52226","11.92","31.00","38.00","Gabbro-Norite","Consolidated",
"Dept Water - Pretoria","2526BA00249","Borehole","-25.11876","26.52226","11.92","38.00","71.00","Norite","Consolidated",
"Dept Water - Pretoria","2529AB00057","Borehole","-25.11876","29.44397","44.81","0.00","27.13","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00057","Borehole","-25.11876","29.44397","44.81","27.13","80.16","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00058","Borehole","-25.11876","29.44398","30.48","0.00","7.32","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00058","Borehole","-25.11876","29.44398","30.48","7.32","96.01","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00055","Borehole","-25.11875","29.44396","25.00","0.00","16.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00055","Borehole","-25.11875","29.44396","25.00","16.00","136.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00055","Borehole","-25.11875","29.44396","25.00","136.00","184.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AB00056","Borehole","-25.11875","29.44397",,"0.00","6.71","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00056","Borehole","-25.11875","29.44397",,"6.71","82.60","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00053","Borehole","-25.11874","29.44395",,"0.00","5.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00053","Borehole","-25.11874","29.44395",,"5.00","91.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AB00054","Borehole","-25.11874","29.44396","12.51","0.00","6.71","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00054","Borehole","-25.11874","29.44396","12.51","6.71","54.56","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00051","Borehole","-25.11873","29.44394",,"0.00","116.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00051","Borehole","-25.11873","29.44394",,"116.00","120.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00052","Borehole","-25.11873","29.44395","19.00","0.00","2.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00052","Borehole","-25.11873","29.44395","19.00","2.00","93.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00049","Borehole","-25.11872","29.44393","11.89","0.00","17.98","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00049","Borehole","-25.11872","29.44393","11.89","17.98","63.70","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00050","Borehole","-25.11872","29.44394",,"0.00","1.00","Alluvium","Unconsolidated",
"Dept Water - Pretoria","2529AB00050","Borehole","-25.11872","29.44394",,"1.00","2.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00050","Borehole","-25.11872","29.44394",,"2.00","110.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AB00047","Borehole","-25.11871","29.44392","19.51","0.00","22.25","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00047","Borehole","-25.11871","29.44392","19.51","22.25","57.91","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00048","Borehole","-25.11871","29.44393","7.62","0.00","9.14","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00048","Borehole","-25.11871","29.44393","7.62","9.14","45.72","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00045","Borehole","-25.11870","29.44391","23.77","0.00","47.85","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00046","Borehole","-25.11870","29.44392","30.48","0.00","3.05","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00046","Borehole","-25.11870","29.44392","30.48","3.05","69.49","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00043","Borehole","-25.11869","29.44390",,"0.00","2.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00043","Borehole","-25.11869","29.44390",,"2.00","96.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00044","Borehole","-25.11869","29.44391","21.00","0.00","3.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00044","Borehole","-25.11869","29.44391","21.00","3.00","10.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00044","Borehole","-25.11869","29.44391","21.00","10.00","134.00","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AB00042","Borehole","-25.11868","29.44390",,"0.00","8.00","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00042","Borehole","-25.11868","29.44390",,"8.00","90.00","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00595","Borehole","-25.11844","28.94254","9.97",,,,,
"Dept Water - Pretoria","2527AA00021","Borehole","-25.11811","27.19816","29.14",,,,,
"Dept Water - Pretoria","2528BB00880","Borehole","-25.11811","28.91338","1.45",,,,,
"Dept Water - Pretoria","2528BB00607","Borehole","-25.11811","28.92488","8.39",,,,,
"Dept Water - Pretoria","2528BB00879","Well Point","-25.11778","28.91371","1.62",,,,,
"Dept Water - Pretoria","2526BB00041","Borehole","-25.11770","26.91044",,"0.00","1.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2526BB00041","Borehole","-25.11770","26.91044",,"1.00","13.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BB00041","Borehole","-25.11770","26.91044",,"13.00","19.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BB00041","Borehole","-25.11770","26.91044",,"19.00","51.00","Norite","Consolidated",
"Dept Water - Pretoria","2528BB00881","Borehole","-25.11761","28.91288",,,,,,
"Dept Water - Pretoria","2526AB00169","Borehole","-25.11753","26.32224","9.15",,,,,
"Dept Water - Pretoria","2526AB00195","Borehole","-25.11753","26.32224",,"0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AB00195","Borehole","-25.11753","26.32224",,"2.00","8.00","Dolomite","Consolidated",
"Dept Water - Pretoria","2526AB00195","Borehole","-25.11753","26.32224",,"8.00","17.00","Marl","Consolidated",
"Dept Water - Pretoria","2526AB00195","Borehole","-25.11753","26.32224",,"17.00","25.00","Dolomite","Consolidated",
"Dept Water - Pretoria","2526AB00195","Borehole","-25.11753","26.32224",,"25.00","71.00","Dolomite","Consolidated",
"Dept Water - Pretoria","2528BB00929","Borehole","-25.11753","28.89888","9.00","0.00","79.00","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00929","Borehole","-25.11753","28.89888","9.00","79.00","111.00","NO SAMPLE",,
"Dept Water - Pretoria","2529AA00369","Borehole","-25.11745","29.07507","3.91",,,,,
"Dept Water - Pretoria","2528BB00012","Borehole","-25.11730","28.83304","20.73","0.00","4.57","Clay","Unconsolidated",
"Dept Water - Pretoria","2528BB00012","Borehole","-25.11730","28.83304","20.73","4.57","10.67","Clay","Unconsolidated",
"Dept Water - Pretoria","2528BB00012","Borehole","-25.11730","28.83304","20.73","10.67","15.24","Clay","Unconsolidated",
"Dept Water - Pretoria","2528BB00012","Borehole","-25.11730","28.83304","20.73","15.24","21.34","Felsite","Consolidated",
"Dept Water - Pretoria","2528BB00012","Borehole","-25.11730","28.83304","20.73","21.34","28.04","Shale","Consolidated",
"Dept Water - Pretoria","2528BB00012","Borehole","-25.11730","28.83304","20.73","28.04","31.09","Sandstone","Consolidated",
"Dept Water - Pretoria","2528BB00012","Borehole","-25.11730","28.83304","20.73","31.09","37.80","Sandstone","Consolidated",
